Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1737120915,3,,Aggregated,1.300000,0.000000,160,170,210,230,270,300,320,320,360,360,360,118,0,160.0,188.7167415254245,151.79950000000275,359.5568000000071,196.0
1737120916,3,,Aggregated,1.200000,0.000000,160,170,210,230,270,300,320,320,360,360,360,119,0,160.0,189.1231815126059,151.79950000000275,359.5568000000071,196.0
1737120917,3,,Aggregated,1.200000,0.000000,160,170,210,230,270,300,320,320,360,360,360,121,0,160.0,189.28284545454616,151.79950000000275,359.5568000000071,196.0
1737120918,3,,Aggregated,1.500000,0.000000,160,170,210,230,270,300,320,320,360,360,360,122,0,160.0,188.97214180327936,151.37699999999654,359.5568000000071,196.0
1737120919,3,,Aggregated,1.200000,0.000000,160,170,210,230,270,300,320,320,360,360,360,124,0,160.0,188.40235403225884,145.57170000000497,359.5568000000071,196.0
1737120920,3,,Aggregated,1.500000,0.000000,160,170,210,230,270,300,320,320,360,360,360,125,0,160.0,188.00117920000076,138.25549999999964,359.5568000000071,196.0
1737120921,3,,Aggregated,1.400000,0.000000,160,170,210,230,270,300,320,320,360,360,360,126,0,160.0,187.66077936508012,138.25549999999964,359.5568000000071,196.0
1737120922,3,,Aggregated,1.500000,0.000000,160,170,210,230,270,300,320,320,360,360,360,128,0,160.0,186.9533625000008,137.9251000000039,359.5568000000071,196.0
1737120923,3,,Aggregated,1.500000,0.000000,160,170,210,230,270,300,320,320,360,360,360,129,0,160.0,186.63742790697748,137.9251000000039,359.5568000000071,196.0
1737120924,3,,Aggregated,1.400000,0.000000,160,170,210,230,270,300,320,320,360,360,360,130,0,160.0,186.28700461538537,137.9251000000039,359.5568000000071,196.0
1737120925,3,,Aggregated,1.400000,0.000000,160,170,210,220,270,300,320,320,360,360,360,132,0,160.0,185.575543181819,135.7955000000004,359.5568000000071,196.0
1737120926,3,,Aggregated,1.400000,0.000000,160,170,200,220,270,300,320,320,360,360,360,133,0,160.0,185.21645639097824,135.7955000000004,359.5568000000071,196.0
1737120927,3,,Aggregated,1.500000,0.000000,160,170,200,220,270,300,320,320,360,360,360,135,0,160.0,184.573674074075,135.7955000000004,359.5568000000071,196.0
1737120928,3,,Aggregated,1.400000,0.000000,160,170,210,220,270,300,320,320,360,360,360,137,0,160.0,185.039010218979,135.7955000000004,359.5568000000071,196.0
1737120929,3,,Aggregated,1.400000,0.000000,160,170,210,220,270,300,320,320,360,360,360,138,0,160.0,184.74445217391394,135.7955000000004,359.5568000000071,196.0
1737120930,3,,Aggregated,1.400000,0.000000,160,170,210,220,270,300,320,320,360,360,360,139,0,160.0,184.3991496402887,135.7955000000004,359.5568000000071,196.0
1737120931,3,,Aggregated,1.500000,0.000000,160,170,210,220,270,300,320,320,360,360,360,140,0,160.0,184.1354892857152,135.7955000000004,359.5568000000071,196.0
1737120932,3,,Aggregated,1.300000,0.000000,160,170,210,220,250,290,320,320,360,360,360,142,0,160.0,184.83391408450788,135.7955000000004,359.5568000000071,196.0
1737120933,3,,Aggregated,1.400000,0.000000,160,170,210,230,250,290,320,320,360,360,360,145,0,160.0,185.17485655172482,135.7955000000004,359.5568000000071,196.0
1737120934,3,,Aggregated,1.400000,0.000000,160,170,210,230,250,290,320,320,360,360,360,145,0,160.0,185.17485655172482,135.7955000000004,359.5568000000071,196.0
1737120935,3,,Aggregated,1.500000,0.000000,160,170,210,230,250,290,320,320,360,360,360,146,0,160.0,184.90667397260336,135.7955000000004,359.5568000000071,196.0
1737120936,3,,Aggregated,1.500000,0.000000,160,170,210,230,250,290,320,320,360,360,360,148,0,160.0,184.3123554054061,135.7955000000004,359.5568000000071,196.0
1737120937,3,,Aggregated,1.500000,0.000000,160,170,210,230,250,290,320,320,360,360,360,149,0,160.0,184.10941476510143,135.7955000000004,359.5568000000071,196.0
1737120938,3,,Aggregated,1.400000,0.000000,160,170,210,230,250,290,320,320,360,360,360,150,0,160.0,183.87658266666742,135.7955000000004,359.5568000000071,196.0
1737120939,3,,Aggregated,1.400000,0.000000,160,170,210,230,260,290,320,320,360,360,360,152,0,160.0,184.96339802631647,135.7955000000004,359.5568000000071,196.0
1737120940,3,,Aggregated,1.200000,0.000000,160,170,210,230,260,290,320,320,360,360,360,154,0,160.0,184.4399954545461,135.7955000000004,359.5568000000071,196.0
1737120941,3,,Aggregated,1.200000,0.000000,160,170,210,230,260,290,320,320,360,360,360,155,0,160.0,184.09777354838775,131.39560000000472,359.5568000000071,196.0
1737120942,3,,Aggregated,1.500000,0.000000,160,170,210,230,260,290,320,320,360,360,360,156,0,160.0,183.84140897435964,131.39560000000472,359.5568000000071,196.0
1737120943,3,,Aggregated,1.500000,0.000000,160,170,210,230,260,290,320,320,360,360,360,159,0,160.0,183.1005968553466,131.39560000000472,359.5568000000071,196.0
1737120944,3,,Aggregated,1.500000,0.000000,160,170,210,230,260,290,320,320,360,360,360,159,0,160.0,183.1005968553466,131.39560000000472,359.5568000000071,196.0
1737120945,3,,Aggregated,1.400000,0.000000,160,170,210,230,260,290,320,320,360,360,360,160,0,160.0,182.87311125000073,131.39560000000472,359.5568000000071,196.0
